Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241206_LSanders_K1_01;W2_20241206_LSanders_K1_02;W2_20241206_LSanders_K1_03;W4_20241206_LSanders_K2_01;W4_20241206_LSanders_K2_02;W4_20241206_LSanders_K2_03;W8_20241206_LSanders_K3_01;W8_20241206_LSanders_K3_02;W8_20241206_LSanders_K3_03;W12_20241206_LSanders_K4_01;W12_20241206_LSanders_K4_02;W12_20241206_LSanders_K4_03;W16_20241206_LSanders_K5_01;W16_20241206_LSanders_K5_02;W16_20241206_LSanders_K5_03;W20_20241206_LSanders_K6_01;W20_20241206_LSanders_K6_02;W20_20241206_LSanders_K6_03;W24_20241206_LSanders_K7_01;W24_20241206_LSanders_K7_02;W24_20241206_LSanders_K7_03;W28_20241206_LSanders_K8_01;W28_20241206_LSanders_K8_02;W28_20241206_LSanders_K8_03
"P01593;P01594";2;2;19.9387;0.000441704902367723;0.000485452033273153;1.57811414008481;0.996797026903398;W8;W12;13019.5775;Immunoglobulin kappa variable 1D-33 OS=Homo sapiens OX=9606 GN=IGKV1D-33 PE=1 SV=2;9969.25638570704;11128.4384948649;11741.281302455;12449.5981708553;12747.518801469;13658.5614072176;16477.6650965727;20256.9889300095;13429.1548245572;11173.0752519443;11462.336521629;9151.77495579949;13575.5876326042;12798.3246573033;13648.8764675224;11713.6635978476;11629.6968429147;11662.2265369501;10998.1158266365;10851.7267982684;10874.3588872384;12513.4022803197;11976.8470961023;12028.6276527294
A0A0C4DH35;1;1;7.3951;0.000501041418536352;0.00054891161775957;3.40037354366251;0.996174180990812;W28;W16;12981.5308;Probable non-functional immunoglobulin heavy variable 3-35 OS=Homo sapiens OX=9606 GN=IGHV3-35 PE=1 SV=1;13448.1560268018;14412.3479617296;14019.1793971111;20814.6064973238;21614.1677831912;20195.7211844771;7719.15044543663;6886.3725877971;23390.6454867403;13756.3969101214;10492.7274076065;14168.631563027;10510.2470673249;8897.76828521431;9003.02084636907;11536.7807786883;10486.7581289716;13491.5853475519;15298.6386654757;15521.1718692727;14992.6863280016;30636.1867061528;31074.0455739219;34897.9035587309
"P01700;P01699";3;2;27.3153;0.00087202198781966;0.000952303377174486;2.42407498976673;0.992018912546094;W8;W4;12454.6822;Immunoglobulin lambda variable 1-47 OS=Homo sapiens OX=9606 GN=IGLV1-47 PE=1 SV=2;8510.2105724394;12358.2094095833;11645.1466154566;10183.7710270078;9647.59411383747;10347.6772099163;30983.8985096437;19265.0000161094;22907.3632518388;15507.9117933907;13532.7979292118;11665.5812489581;11475.8015984007;12268.2897431723;13047.2615900732;12764.9194964428;13061.4393935473;11353.763790056;21626.0957419604;20940.7181228551;22449.5575467282;5443.58764706333;13208.7468827406;14049.281189557
Q9UPS8;3;3;14.728;0.000972461367870214;0.00105862883084606;2.07336386374861;0.990854678550477;W4;W12;197608.5385;Ankyrin repeat domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ANKRD26 PE=1 SV=4;11407.5914369026;10562.0642880592;8325.36343614828;14745.3326455008;14904.7583239251;15243.5834949646;11909.3516657711;11689.8323359809;10460.9051524872;7277.80074814533;7575.67724429211;6799.1008188974;11322.4874761006;11702.5721247976;11666.2146896438;11754.6183682345;11413.443173775;11576.6400715942;13934.9945654091;13343.0179686891;14384.1625016849;11891.2335977136;10892.1724760398;5664.71634797618
Q99542;2;1;13.353;0.00104644668469944;0.00113557621304924;87.8860096226351;0.989992731958143;W24;W28;57642.2133;Matrix metalloproteinase-19 OS=Homo sapiens OX=9606 GN=MMP19 PE=1 SV=1;35.8921068139827;49.2933730438172;22.4213757218503;21.0080394572405;6.83309985757276;7.0867204182232;1.52725056787764;1.49788846126848;22.7611784696789;26.2766924215102;3.66415651337391;17.1314410961501;5.6062410257852;154.142754621225;109.73355343305;193.682682458494;121.673238982117;61.4031169895165;35.5298881825279;189.230188269436;223.939197206705;1.24364011947556;1.92037516611254;1.94145344129226
Q9NSI8;1;1;12.3272;0.00126555138505002;0.00136902413980254;23.7906350528641;0.987430962202138;W24;W28;41993.3066;SAM domain-containing protein SAMSN-1 OS=Homo sapiens OX=9606 GN=SAMSN1 PE=1 SV=1;283675.738325518;46519.4336428115;249716.725530481;124985.26351466;90467.1356691008;31437.6354911248;52158.9464168687;59373.1109535959;84083.6566379299;326734.245290243;362748.559489237;291062.91774117;205458.621068232;219652.777773663;43081.2215571055;143733.242397762;62254.3770452166;64945.9846662731;113831.472726543;472761.842145131;454067.173929177;18147.6712847352;22103.5747324629;3491.19660732406
Q8TCN5;4;2;22.8384;0.00160687574374196;0.00173280644466218;3.44654764080369;0.983450793430645;W24;W8;107649.1716;Zinc finger protein 507 OS=Homo sapiens OX=9606 GN=ZNF507 PE=1 SV=2;1484.62461299403;852.18204364194;2053.89247163736;2422.60260433842;2896.09851402598;1837.08520030614;1391.9998856113;1260.64491983696;1008.71899174136;1072.68253611967;1350.63681827958;1436.20545712807;2133.70353911676;1986.21407126253;1484.09072264032;1647.81592691894;1948.92956109025;1699.26571554584;3900.77266820045;4065.97095044722;4652.32113868026;3348.8540782236;1813.42023694225;1114.0769582329
Q16851;2;1;12.2679;0.00195160225801427;0.00209797242736534;2.58355292475907;0.979481581414608;W20;W28;57111.4211;UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5;12348.9984493259;13249.3927828281;10112.6724350345;13715.3806139726;14063.6088613481;13536.0872238033;8557.0340227645;8764.81047201718;7804.21887318692;13514.4311413823;9846.76619300685;13861.4677851635;10282.2621861494;15589.4498118803;16660.7461192826;17796.2264718114;14899.3768899551;12949.5097766009;13009.4260736393;15926.6472766259;12619.4123833856;7850.75902133261;7145.69653593006;2671.1186971428
Q96IY4;10;8;61.5218;0.00266664627722313;0.00285771439054441;2.02852056033274;0.971485837886494;W8;W4;48994.5818;Carboxypeptidase B2 OS=Homo sapiens OX=9606 GN=CPB2 PE=1 SV=2;29413.7349845078;27227.2273508244;25899.7373223162;32436.5843505764;16899.9042308963;19865.5425376021;50891.8667654571;53409.0036061348;36076.8725702379;30022.2021583691;28618.2652245052;31332.100067333;32215.6199326587;33133.7496479256;34219.0776609324;30932.9395422927;32610.3434449578;30249.2641156023;32341.5421106059;30307.2495606704;30597.1838893092;24297.6380403782;28718.7204010279;32262.129923698
O60229;5;2;28.0832;0.00364610688853506;0.00389521978154056;1.89823011346171;0.961105077052329;W8;W4;343397.979;Kalirin OS=Homo sapiens OX=9606 GN=KALRN PE=1 SV=3;10932.3443843476;10622.3672805025;9823.99767419664;7544.64970484932;7495.15046420327;7526.76771984744;17571.6263331752;16724.5808607551;8540.33153025766;7795.36546826044;8286.99922086574;9110.31748179168;9523.34121261993;9435.02675064525;10233.0038489435;10762.068148494;11257.0515604245;11060.2711237079;8342.3669431117;8216.42625053368;8493.78765929613;6535.20477069302;7036.36981783922;9171.590894012
Q9BSK4;7;4;33.7864;0.00414589413594002;0.00441544143270392;6.43383900986818;0.956055057849169;W4;W20;74608.2646;Protein fem-1 homolog A OS=Homo sapiens OX=9606 GN=FEM1A PE=1 SV=1;8706.8733661939;21333.4222142251;18311.2741504582;20441.890787442;16691.2119780614;19330.0262062138;9794.50315850298;9647.80450544798;12446.3947871771;10149.3919351617;11544.6555842675;6780.62687386754;1498.7653234676;5008.91902843022;15650.1410434255;2883.38779462645;2672.32283091653;3220.25173302932;8080.84920880209;6799.51896114175;4488.83301720834;5843.64939925276;6903.94422780205;4287.30985022113
P55058;6;4;35.9063;0.00417032597360778;0.00442775350284283;3.04191557049589;0.955812256408735;W16;W8;54967.6638;Phospholipid transfer protein OS=Homo sapiens OX=9606 GN=PLTP PE=1 SV=1;3412.3787371217;3674.62516263466;3493.9343463965;4494.01317881747;4145.79631645237;4369.97106163755;2873.44717082228;1860.23917137011;878.464742504712;976.571804101622;2659.61469066208;3984.6108435879;5750.17316877257;5723.70483693563;5597.81176280732;5006.59615631782;4712.28403655929;6402.02837179451;5666.81323074861;4742.74808286068;4390.56013776851;3644.55512534237;3411.38011598981;3967.62268350024
P04406;3;3;21.0498;0.00445571431680403;0.00471620223070949;3.09713149787645;0.953003272920757;W4;W12;36224.3681;Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3;3742.09068725312;2996.94023878083;4372.33360552151;5873.5232826643;6447.65401925021;7620.36002931743;5420.72168471037;721.743313044815;1356.42709570654;1824.45042451877;2930.34292626986;1683.91851692021;2805.17481160686;2812.24290449572;2827.93060415815;3253.1871869276;3419.8324406833;3011.89583967881;6459.2000892754;6237.81768619155;6338.4694009545;5002.3930958054;4828.73123286217;5334.51791172955
O75335;2;1;12.3908;0.00454509001806325;0.00479604590863116;85.4005533729127;0.952133705456704;W24;W8;135031.397;Liprin-alpha-4 OS=Homo sapiens OX=9606 GN=PPFIA4 PE=1 SV=3;232.968167294134;897.76930102227;816.438395408578;286.036111535959;395.270838781345;423.841659767133;11.7874695515694;0;27.5932664212602;893.676315963882;1119.47367509437;428.648782373327;494.059274432709;771.4218061625;79.6604989768007;1050.57161561041;279.932742038616;257.776346523535;872.237598602599;1092.99191152521;1397.9071341844;927.462279596735;225.356680815487;5.97625327860474
Q99729;1;1;12.9282;0.0084815835198182;0.00892252211259163;7.59869675720269;0.917854841538548;W4;W8;36338.9774;Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2;6473.36777153587;6734.67090116065;6404.58636175015;9508.28149238174;9458.81076346171;9294.95487370985;1858.80599222136;1807.94565219557;52.5765552199524;2826.34607130363;2433.45136717374;2462.05454886767;5144.97911755766;5926.98688362891;5826.92654183992;2719.10989320814;1953.19956979877;1690.8610839726;5411.1329700402;6254.75011186111;5103.2948602982;4399.04555515695;4415.40357952038;1864.08159031401
"P60709;P63261";21;10;162.4448;0.00971545568738375;0.010189380355061;1.48456924905956;0.908421447555919;W8;W4;42079.017;Actin_ cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1;52444.4328456548;48162.7673194587;44213.3133607873;61133.7878042552;35901.9523972791;44525.3795134372;76314.8144020291;64261.0572640323;69581.4135252237;49869.6627023289;63838.522102337;64205.1118478938;51659.243306222;51252.9616003127;54508.1604847971;53685.1267598427;55911.8149825174;51621.2437569929;61861.5644444544;61576.0052031144;65096.5634264641;48636.534327925;51099.0671579724;55172.1925077635
Q8TBY8;3;1;19.0262;0.0108052349367614;0.0112978748274952;389.279162894468;0.900499344163112;W2;W12;119033.7624;Polyamine-modulated factor 1-binding protein 1 OS=Homo sapiens OX=9606 GN=PMFBP1 PE=1 SV=3;509.175117901612;455.504892849459;336.175005750113;98.8935471965186;1.60569613052689;1.66363312906438;1.29548339311006;1.18669377130929;25.6418311487096;1.09620185211628;1.09032480422933;1.15517549598316;1.96981805994075;2.05112206372995;16.0132425889427;1.7262249518627;1.82572162672421;43.727160356012;37.7507534161997;26.7822569512744;29.9794080508722;1.99128922144078;1.92386588429644;146.108260946111
A0A075B6J9;1;1;6.7988;0.0119283112557969;0.0124343608242246;3.81748686179566;0.892693780043735;W24;W8;12525.7798;Immunoglobulin lambda variable 2-18 OS=Homo sapiens OX=9606 GN=IGLV2-18 PE=1 SV=2;5409.62207389551;5273.69382948856;5411.65405149411;6071.87550065981;5616.44488782029;6087.36812814615;4262.83549975311;5484.34941339762;4926.1404973798;7720.02516302682;5623.80161832195;6541.23875625846;7197.83011838727;7171.41073394608;6966.56360887668;7496.10846708485;9638.44604890223;9996.90721854286;8928.79774309722;10107.9917479827;36978.4374824728;6167.51354895509;6585.96308974311;10512.6068378164
"A6NEM1;A6NI86;H0YKK7";2;1;12.458;0.0121247696767616;0.0126009690900483;6.23449098969196;0.891363023369988;W20;W28;49477.9473;Golgin subfamily A member 6-like protein 9 OS=Homo sapiens OX=9606 GN=GOLGA6L9 PE=1 SV=4;2732.59080605101;3732.43189862916;1576.47159264058;1051.89653565472;1812.81014421107;1013.04832137694;392.24524450926;1534.58503262948;134.27495363763;368.060243087736;1537.39609719981;3028.34059247989;2092.49232378522;1940.03649639124;1838.11643447737;4748.30467164534;3775.79618449115;2515.43938050768;1170.52921121721;1597.72937027211;1698.35067760201;600.77618693706;628.805632501809;541.138557717314
P01601;2;1;14.8698;0.0126160754402427;0.0130720781669984;2.53646098319132;0.888077820619093;W4;W20;12958.5768;Immunoglobulin kappa variable 1D-16 OS=Homo sapiens OX=9606 GN=IGKV1D-16 PE=1 SV=2;1562.32978899277;1281.11544323247;1152.83212879941;2251.36115189582;2735.95727372357;4292.53635411327;1468.03703364058;1574.17744652416;2934.52814777227;3062.33823406801;1551.76042069613;1168.6637205703;2297.9412098199;2123.55623599889;1859.0463600176;1044.447565841;1452.04846939972;1162.08765330352;3087.2400623858;3469.0921798189;2607.36633860575;2735.43780653026;1424.67512504494;2209.7599538188
O43815;4;3;37.6209;0.0145186939059619;0.0149982904013541;2.70077303268663;0.875891386581075;W16;W28;86588.4481;Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4;8020.68405237313;9572.08128617186;11637.4817392049;9813.30679793517;9899.76772027065;11165.3852634917;4707.22002781378;10516.0798609787;21430.2842616615;14017.5262974291;14014.3848669523;16384.3424426518;16648.665633451;15588.226873355;16827.3569097519;11947.2502829297;13268.1751183013;12780.9423138024;16212.2214209406;15284.4542150327;13467.1921912218;4649.83684389159;5558.24453953455;7958.66155378045
P62910;2;1;10.6547;0.0169731363702575;0.017481314105894;Infinity;0.861276370267891;W4;W28;15973.8892;Large ribosomal subunit protein eL32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2;78.5816012017534;0;114.402565597395;668.547290175408;494.553290460247;508.991996227964;80.3965853064563;0;0;0;36.152845969841;0;0;107.916446685828;139.121950556133;115.095844226841;45.8336819622325;49.1031698713385;132.734267443659;106.040238970754;30.8066965340585;0;0;0
Q9BYX7;3;1;22.4497;0.0173666744349606;0.0178332418078402;11.2454776007487;0.859035721220427;W8;W28;42358.5184;Putative beta-actin-like protein 3 OS=Homo sapiens OX=9606 GN=POTEKP PE=5 SV=1;572.353628375964;445.660150335676;345.474121492625;429.995917412351;688.561061578912;464.241229505114;3590.47798707375;4729.93361412677;5972.83196191243;2503.20045368109;2036.86657678149;259.713563635822;2242.90494239731;2366.42066964123;209.092839459149;234.965107122938;1126.41780193469;185.784543123499;484.831703356216;588.510753861198;856.371198294349;388.378174076241;452.358163576925;430.28514054188
P01704;1;1;7.1687;0.026905986886203;0.0275466056215888;32.1815412827218;0.811410564810235;W28;W8;12710.9224;Immunoglobulin lambda variable 2-14 OS=Homo sapiens OX=9606 GN=IGLV2-14 PE=1 SV=2;0;330.802613437001;332.648502511887;942.763457983034;963.360814453328;1074.36422071545;50.7265182382192;94.1585347779497;27.6540111970712;723.449257646276;545.460027069558;306.488537164765;693.902493102767;883.864685063731;617.8431205244;255.166772586224;501.959083228227;691.261139170933;752.638135525096;819.580718255858;746.967993047981;2004.6303409593;1675.29662617572;1872.64605072555
"P01597;P04432;A0A0C4DH72;A0A0C4DH73;P01611";3;2;24.2466;0.0366041087129316;0.0373644314458412;2.79041143730531;0.77234668333445;W16;W8;12908.57;Immunoglobulin kappa variable 1-39 OS=Homo sapiens OX=9606 GN=IGKV1-39 PE=1 SV=2;3208.61875490992;1736.47640971854;2157.86769242828;4622.02156261773;2779.64203506693;3489.75400149452;2280.56989923664;1829.2102004618;2615.48286751209;1805.28107288851;6471.6028412454;5928.60804149659;6460.1167782078;6766.06705939342;5540.06686498891;3636.01073948145;3453.02034772701;3019.75618402026;2037.32546819748;2013.80023498584;3631.7873449125;1565.88714512422;3494.58071530448;3241.72715655411
Q9NPJ8;1;1;6.4114;0.0377708415976077;0.0384413299099913;83.6701697318933;0.768105459086546;W2;W24;16399.2391;NTF2-related export protein 2 OS=Homo sapiens OX=9606 GN=NXT2 PE=1 SV=1;2912.2880268587;11848.4171592431;11375.4308484354;6741.29210984594;6582.95113426265;6679.64696822035;2886.34278901605;2914.17545074034;2528.69360401333;1407.98627935749;516.617688626157;0;0;581.725255203875;364.293528618132;159.023492389235;105.287161975573;152.328805988381;35.7522064715313;248.418037027366;28.2007737738764;905.643621219562;1351.42043725194;110.403438902384
P42680;5;2;26.1018;0.0928963437313369;0.094266496293746;2.24033493549546;0.626915615559963;W20;W4;74436.7503;Tyrosine-protein kinase Tec OS=Homo sapiens OX=9606 GN=TEC PE=1 SV=2;13249.4587600072;12379.9268150521;11685.8398955464;15456.3069667132;1497.4057604242;2398.00552996029;9532.70318344883;9727.03104123548;8957.22573080605;9655.72544625747;10761.6642645593;11322.7438558814;5796.24083007663;12550.9189951702;13045.7032437409;14228.4076011174;14072.0060549074;15053.9168172164;9765.39854545947;8724.74315103571;9140.89403381888;9980.09988773987;11450.8042089408;12552.288177458
O95395;2;1;11.478;0.220283520699136;0.222221498887105;22.1876963777767;0.460924564377857;W24;W2;51605.024;Beta-1_3-galactosyl-O-glycosyl-glycoprotein beta-1_6-N-acetylglucosaminyltransferase 3 OS=Homo sapiens OX=9606 GN=GCNT3 PE=1 SV=1;31.3407410171399;302.3387812868;182.073432968301;677.573905096206;543.17969373587;1097.46583681692;1258.04618146681;784.472954013029;1755.94012472999;1312.54424458548;1073.2839162841;1197.07849941148;0;1705.6381693857;1747.31145467243;1721.3879932375;1999.37900550114;2077.54050967744;4499.21780052746;3021.28712191806;3922.86505507598;766.213794431015;686.824736672299;1066.22805098749
Q86YR7;5;1;31.6284;0.233159752326942;0.234523259650491;13.0281245986268;0.449177951330111;W4;W16;128247.6136;Probable guanine nucleotide exchange factor MCF2L2 OS=Homo sapiens OX=9606 GN=MCF2L2 PE=1 SV=3;318.958050985532;1339.25237973464;814.41598311911;756.608350615695;955.342092127927;865.852148442879;202.777244336475;54.8618941033033;82.9617766953578;50.4520192887423;119.560664352684;427.884015093241;77.6988859139634;28.9105834960789;91.2549716053758;140.806764016791;22.234357687484;37.1923207470782;282.458312515509;649.294444108232;388.041357978446;1041.98125049488;495.263125569278;0
P23083;1;1;6.3247;0.300094811544518;0.300969723531529;4.13428229833477;0.39595411631725;W16;W2;13198.9193;Immunoglobulin heavy variable 1-2 OS=Homo sapiens OX=9606 GN=IGHV1-2 PE=1 SV=2;297.894471507691;335.322833832939;120.596357073977;136.412531721296;952.179713777217;1624.26353534339;434.699176027876;1082.50868859288;687.848554848408;343.850342280125;436.184140902073;382.394092989055;1319.48530991202;1172.57653270186;624.416638149735;310.362621951068;842.13194491146;359.325300477539;911.403468361643;1326.47586781803;175.005403337604;1378.91946394455;510.862790449854;1094.06034039513
P39880;1;1;5.3119;0.328311372211053;0.328311372211053;132.99142215215;0.376604060947979;W4;W24;164643.9062;Homeobox protein cut-like 1 OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=3;47.4610177690523;130.129363598458;233.247534211974;132.670697377749;189.123319143818;35589.7411514614;362.51287721371;67.217932084611;330.627869999977;179.579832370469;148.074595067054;193.129587801144;52.7983092625052;164.696989987425;321.810505017234;484.183935048669;655.344261740859;380.938124916075;33.9561175887236;83.8753231831597;152.197517388276;120.736197535139;224.832017483337;133.179033623819
